state_id,audit_name,reaction_id,source_name,mode,external_concentration,cN_free,old_lb,current_lb,current_ub,allocated_cap,uptake_allowed,was_reopened,closed_due_to_depletion,turnover_used_as_external,status,message
initial_high_sugar_high_n,nitrogen,r_1654,NH4,strict,150.0,150.0,-0.22514799904894459,-0.22514799904894459,0.0,0.40385291309227733,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1879,Arg,strict,150.0,150.0,-0.028143499881118073,-0.004543345272288119,0.0,0.004543345272288119,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1891,Gln,strict,150.0,150.0,-0.028143499881118073,-0.028143499881118073,0.0,0.031235498746980818,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1889,Glu,strict,150.0,150.0,-0.028143499881118073,-0.028143499881118073,0.0,0.031235498746980818,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1906,Ser,strict,150.0,150.0,-0.028143499881118073,-0.0101594248449776,0.0,0.0101594248449776,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1911,Thr,strict,150.0,150.0,-0.028143499881118073,-0.0101594248449776,0.0,0.0101594248449776,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1873,Ala,strict,150.0,150.0,-0.028143499881118073,-0.0101594248449776,0.0,0.0101594248449776,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1912,Trp,strict,150.0,150.0,-0.014071749940559037,-0.00151444842409604,0.0,0.00151444842409604,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1899,Leu,strict,150.0,150.0,-0.0,-0.0,0.0,0.004543345272288119,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1903,Phe,strict,150.0,150.0,-0.0,-0.0,0.0,0.0018173381089152479,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1914,Val,strict,150.0,150.0,-0.0,-0.0,0.0,0.002726007163372871,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1902,Met,strict,150.0,150.0,-0.0,-0.0,0.0,0.002726007163372871,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1913,Tyr,strict,150.0,150.0,-0.0,-0.0,0.0,0.0018173381089152479,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1904,r_1904,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1880,r_1880,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1881,r_1881,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1810,r_1810,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1897,r_1897,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1893,r_1893,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1900,r_1900,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1883,r_1883,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1987,r_1987,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
initial_high_sugar_high_n,nitrogen,r_1800,r_1800,strict,150.0,150.0,0.0,0.0,0.0,0.0,False,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
lag_osmotic,nitrogen,r_1654,NH4,strict,150.0,150.0,-0.22514799904894459,-0.22514799904894459,0.0,0.40385291309227733,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
lag_osmotic,nitrogen,r_1879,Arg,strict,150.0,150.0,-0.028143499881118073,-0.004543345272288119,0.0,0.004543345272288119,True,False,False,False,PASS,bounds nitrogenados consistentes; disponibilidad evaluada con cN_free agregado
